#YY,MM,DD,hh,mm,WDI,R WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
2020,12,10,0,50,999,99,99,99,99,99,999,9999,999,13.8,999,99,99
2020,12,10,1,0,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,1,10,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,1,20,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,1,30,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,1,40,999,99,99,1.92,5.88,5.1,250,9999,999,13.7,999,99,99
2020,12,10,1,50,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,2,0,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,2,10,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,2,20,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,2,30,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,2,40,999,99,99,1.98,5.88,5.14,267,9999,999,13.7,999,99,99
2020,12,10,2,50,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,3,0,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,3,10,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,3,20,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,3,30,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,3,40,999,99,99,2.39,5.88,5.39,288,9999,999,13.7,999,99,99
2020,12,10,3,50,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,4,0,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,4,10,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,4,20,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,4,30,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,4,40,999,99,99,2.26,6.25,5.34,297,9999,999,13.7,999,99,99
2020,12,10,4,50,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,5,0,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,5,10,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,5,20,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,5,30,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,5,40,999,99,99,2.35,7.14,5.54,305,9999,999,13.7,999,99,99
2020,12,10,5,50,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,6,0,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,6,10,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,6,20,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,6,30,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,6,40,999,99,99,2.55,7.14,5.7,302,9999,999,13.7,999,99,99
2020,12,10,6,50,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,7,0,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,7,10,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,7,20,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,10,7,30,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,10,7,40,999,99,99,2.3,7.14,5.47,293,9999,999,13.7,999,99,99
2020,12,10,7,50,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,10,8,0,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,10,8,10,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,10,8,20,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,8,30,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,8,40,999,99,99,2.46,7.14,5.54,300,9999,999,13.7,999,99,99
2020,12,10,8,50,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,9,0,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,9,10,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,9,20,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,9,30,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,9,40,999,99,99,2.38,6.67,5.48,291,9999,999,13.7,999,99,99
2020,12,10,9,50,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,10,0,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,10,10,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,10,20,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,10,30,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,10,40,999,99,99,2.12,6.67,5.14,311,9999,999,13.7,999,99,99
2020,12,10,10,50,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,10,11,0,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,11,10,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,11,20,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,11,30,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,11,40,999,99,99,2.09,6.25,5.18,302,9999,999,13.7,999,99,99
2020,12,10,11,50,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,12,0,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,12,10,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,12,20,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,12,30,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,12,40,999,99,99,2.09,6.25,5.18,292,9999,999,13.7,999,99,99
2020,12,10,12,50,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,13,0,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,13,10,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,13,20,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,13,30,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,13,40,999,99,99,2.43,6.67,5.49,304,9999,999,13.7,999,99,99
2020,12,10,13,50,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,14,0,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,14,10,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,14,20,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,14,30,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,14,40,999,99,99,2.43,6.67,5.71,310,9999,999,13.7,999,99,99
2020,12,10,14,50,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,15,0,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,15,10,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,15,20,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,15,30,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,15,40,999,99,99,2.19,6.67,5.54,299,9999,999,13.7,999,99,99
2020,12,10,15,50,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,16,0,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,16,10,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,16,20,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,16,30,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,16,40,999,99,99,2.1,6.67,5.39,301,9999,999,13.7,999,99,99
2020,12,10,16,50,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,17,0,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,10,17,10,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,10,17,20,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,10,17,30,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,10,17,40,999,99,99,1.69,6.67,5.04,312,9999,999,13.6,999,99,99
2020,12,10,17,50,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,10,18,0,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,10,18,10,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,10,18,20,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,10,18,30,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,10,18,40,999,99,99,1.6,5.88,4.94,306,9999,999,13.6,999,99,99
2020,12,10,18,50,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,10,19,0,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,10,19,10,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,10,19,20,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,10,19,30,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,10,19,40,999,99,99,1.47,5.56,4.65,295,9999,999,13.6,999,99,99
2020,12,10,19,50,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,10,20,0,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,10,20,10,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,10,20,20,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,10,20,30,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,10,20,40,999,99,99,1.48,5.88,4.71,284,9999,999,13.6,999,99,99
2020,12,10,20,50,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,10,21,0,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,21,10,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,21,20,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,21,30,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,21,40,999,99,99,1.43,5.56,4.58,310,9999,999,13.7,999,99,99
2020,12,10,21,50,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,22,0,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,22,10,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,22,20,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,22,30,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,22,40,999,99,99,1.43,5.56,4.6,294,9999,999,13.7,999,99,99
2020,12,10,22,50,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,23,0,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,23,10,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,23,20,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,23,30,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,10,23,40,999,99,99,1.42,5.26,4.73,294,9999,999,13.7,999,99,99
2020,12,10,23,50,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,0,0,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,0,10,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,0,20,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,0,30,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,0,40,999,99,99,1.28,5.56,4.51,310,9999,999,13.7,999,99,99
2020,12,11,0,50,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,1,0,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,1,10,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,1,20,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,1,30,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,1,40,999,99,99,1.2,5.26,4.46,310,9999,999,13.6,999,99,99
2020,12,11,1,50,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,2,0,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,2,10,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,2,20,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,2,30,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,2,40,999,99,99,1.07,5,4.56,304,9999,999,13.7,999,99,99
2020,12,11,2,50,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,3,0,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,3,10,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,3,20,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,3,30,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,3,40,999,99,99,0.91,5.26,4.47,307,9999,999,13.7,999,99,99
2020,12,11,3,50,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,4,0,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,4,10,999,99,99,99,99,99,999,9999,999,13.8,999,99,99
2020,12,11,4,20,999,99,99,99,99,99,999,9999,999,13.8,999,99,99
2020,12,11,4,30,999,99,99,99,99,99,999,9999,999,13.8,999,99,99
2020,12,11,4,40,999,99,99,0.8,5.26,4.47,290,9999,999,13.8,999,99,99
2020,12,11,4,50,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,5,0,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,5,10,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,5,20,999,99,99,99,99,99,999,9999,999,13.8,999,99,99
2020,12,11,5,30,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,5,40,999,99,99,0.74,4.76,4.46,304,9999,999,13.7,999,99,99
2020,12,11,5,50,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,6,0,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,6,10,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,6,20,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,6,30,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,6,40,999,99,99,0.7,4.35,4.38,304,9999,999,13.7,999,99,99
2020,12,11,6,50,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,7,0,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,7,10,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,7,20,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,7,30,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,7,40,999,99,99,0.59,4.55,4.26,299,9999,999,13.7,999,99,99
2020,12,11,7,50,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,8,0,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,8,10,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,8,20,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,8,30,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,8,40,999,99,99,0.6,10,4.42,80,9999,999,13.7,999,99,99
2020,12,11,8,50,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,9,0,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,9,10,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,9,20,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,9,30,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,9,40,999,99,99,0.55,9.09,4.13,155,9999,999,13.7,999,99,99
2020,12,11,9,50,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,10,0,999,99,99,99,99,99,999,9999,999,13.7,999,99,99
2020,12,11,10,10,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,10,20,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,10,30,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,10,40,999,99,99,0.58,10,4.07,70,9999,999,13.7,999,99,99
2020,12,11,10,50,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,11,0,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,11,10,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,11,20,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,11,30,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,11,40,999,99,99,0.55,10,4.08,58,9999,999,13.6,999,99,99
2020,12,11,11,50,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,12,0,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,12,10,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,12,20,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,12,30,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,12,40,999,99,99,0.58,8.33,3.83,107,9999,999,13.6,999,99,99
2020,12,11,12,50,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,13,0,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,13,10,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,13,20,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,13,30,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,13,40,999,99,99,0.67,3.33,3.77,221,9999,999,13.6,999,99,99
2020,12,11,13,50,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,14,0,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,14,10,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,14,20,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,14,30,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,14,40,999,99,99,0.85,4,3.92,225,9999,999,13.6,999,99,99
2020,12,11,14,50,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,15,0,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,15,10,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,15,20,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,15,30,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,15,40,999,99,99,0.94,4.55,4.03,223,9999,999,13.6,999,99,99
2020,12,11,15,50,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,16,0,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,16,10,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,16,20,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,16,30,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,16,40,999,99,99,0.95,4.55,4.07,228,9999,999,13.6,999,99,99
2020,12,11,16,50,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,17,0,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,17,10,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,17,20,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,17,30,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,17,40,999,99,99,0.98,4.55,4.04,224,9999,999,13.6,999,99,99
2020,12,11,17,50,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,18,0,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,18,10,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,18,20,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,18,30,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,18,40,999,99,99,0.98,4.55,4.07,222,9999,999,13.6,999,99,99
2020,12,11,18,50,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,19,0,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,19,10,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,19,20,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,19,30,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,19,40,999,99,99,1.09,4.55,4.02,217,9999,999,13.6,999,99,99
2020,12,11,19,50,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,20,0,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,20,10,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,20,30,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,20,40,999,99,99,1.09,5,4.07,220,9999,999,13.6,999,99,99
2020,12,11,20,50,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,21,0,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,21,10,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,21,20,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,21,30,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,21,40,999,99,99,1.07,4.76,4.07,224,9999,999,13.6,999,99,99
2020,12,11,21,50,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,22,0,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,22,10,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,22,20,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,22,30,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,22,40,999,99,99,1.15,4.55,4.19,210,9999,999,13.6,999,99,99
2020,12,11,22,50,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,23,0,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,23,10,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,23,20,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,23,30,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,11,23,40,999,99,99,1.01,5,4.19,225,9999,999,13.6,999,99,99
2020,12,11,23,50,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,0,0,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,0,10,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,0,20,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,0,30,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,0,40,999,99,99,1,4.76,4.22,212,9999,999,13.6,999,99,99
2020,12,12,0,50,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,1,0,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,1,10,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,1,20,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,1,30,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,1,40,999,99,99,1.03,5,4.21,215,9999,999,13.6,999,99,99
2020,12,12,1,50,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,2,0,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,2,10,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,2,20,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,2,30,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,2,40,999,99,99,0.98,4.76,4.34,228,9999,999,13.6,999,99,99
2020,12,12,2,50,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,3,0,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,3,10,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,3,20,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,3,30,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,3,40,999,99,99,0.97,5,4.19,221,9999,999,13.6,999,99,99
2020,12,12,3,50,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,4,0,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,4,10,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,4,20,999,99,99,99,99,99,999,9999,999,13.5,999,99,99
2020,12,12,4,30,999,99,99,99,99,99,999,9999,999,13.5,999,99,99
2020,12,12,4,40,999,99,99,0.92,5,4.21,224,9999,999,13.5,999,99,99
2020,12,12,4,50,999,99,99,99,99,99,999,9999,999,13.5,999,99,99
2020,12,12,5,0,999,99,99,99,99,99,999,9999,999,13.5,999,99,99
2020,12,12,5,10,999,99,99,99,99,99,999,9999,999,13.5,999,99,99
2020,12,12,5,20,999,99,99,99,99,99,999,9999,999,13.5,999,99,99
2020,12,12,5,30,999,99,99,99,99,99,999,9999,999,13.5,999,99,99
2020,12,12,5,40,999,99,99,0.95,5,4.14,230,9999,999,13.5,999,99,99
2020,12,12,5,50,999,99,99,99,99,99,999,9999,999,13.5,999,99,99
2020,12,12,6,0,999,99,99,99,99,99,999,9999,999,13.5,999,99,99
2020,12,12,6,10,999,99,99,99,99,99,999,9999,999,13.5,999,99,99
2020,12,12,6,20,999,99,99,99,99,99,999,9999,999,13.5,999,99,99
2020,12,12,6,30,999,99,99,99,99,99,999,9999,999,13.5,999,99,99
2020,12,12,6,40,999,99,99,0.89,4.55,4.11,202,9999,999,13.5,999,99,99
2020,12,12,6,50,999,99,99,99,99,99,999,9999,999,13.5,999,99,99
2020,12,12,7,0,999,99,99,99,99,99,999,9999,999,13.5,999,99,99
2020,12,12,7,10,999,99,99,99,99,99,999,9999,999,13.5,999,99,99
2020,12,12,7,20,999,99,99,99,99,99,999,9999,999,13.5,999,99,99
2020,12,12,7,30,999,99,99,99,99,99,999,9999,999,13.5,999,99,99
2020,12,12,7,40,999,99,99,0.79,4.76,3.93,214,9999,999,13.6,999,99,99
2020,12,12,7,50,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,8,0,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,8,10,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,8,20,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,8,30,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,8,40,999,99,99,0.8,4.55,4.03,209,9999,999,13.6,999,99,99
2020,12,12,8,50,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,9,0,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,9,10,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,9,20,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
2020,12,12,9,30,999,99,99,99,99,99,999,9999,999,13.6,999,99,99
