"","variable","coef","p_value","AICc","deltaAICc","rel_likelihood","akaike_weight"
"17","min_sst_temp_lag4_scaled",0.0282398576293933,0.880516013065761,5785.5757993101,26.7442674326885,1.55795932765004e-06,1.5542599998289e-06
"18","min_sst_temp_lag5_scaled",-0.125042898712791,0.486076322421928,5785.12739358121,26.2958617038012,1.94951321107165e-06,1.94488415026665e-06
"19","min_sst_temp_lag6_scaled",-0.0590841687950945,0.741060554771037,5785.58377042846,26.7522385510538,1.55176234596726e-06,1.54807773269376e-06
"20","min_sst_temp_lag7_scaled",-0.257958236709055,0.155514675403457,5783.58338303276,24.7518511553508,4.21894450847679e-06,4.20892675094034e-06
"21","min_sst_temp_lag8_scaled",-0.140248916943448,0.430854563953207,5784.99634364776,26.1648117703562,2.08153306516754e-06,2.07659052716803e-06
"22","min_sst_temp_lag9_scaled",-0.130358914725747,0.466340643666485,5785.08769275128,26.2561608738733,1.98859850350701e-06,1.98387663584427e-06
"23","min_sst_temp_lag10_scaled",-0.096459895226049,0.593657494542555,5785.32772170679,26.4961898293832,1.76370311853918e-06,1.75951525824087e-06
"24","seas_sst_temp_lag1_scaled",-0.264310767836585,0.016927110018476,5781.3677095345,22.5361776570962,1.27741261346341e-05,1.27437943542327e-05
"25","seas_sst_temp_lag2_scaled",-0.22494185713807,0.0396154357723165,5782.55512004615,23.7235881687411,7.05485811330526e-06,7.03810656374323e-06
"26","seas_sst_temp_lag3_scaled",-0.545194554468876,2.58943425724626e-08,5758.83153187741,0,1,0.997625529912439
"27","seas_sst_temp_lag4_scaled",-0.237600032639932,0.00993159103738233,5780.21987055221,21.3883386747993,2.26767738113521e-05,2.26229284902546e-05
"28","seas_sst_temp_lag5_scaled",-0.285523820125783,0.00185611039687334,5777.53514211263,18.7036102352167,8.68085778860785e-05,8.66024535145443e-05
"29","seas_sst_temp_lag6_scaled",-0.252379691564011,0.00481109245843231,5778.9650950031,20.1335631256961,4.24670718280438e-05,4.23662350362818e-05
"30","seas_sst_temp_lag7_scaled",-0.19881745881185,0.0146070001394729,5780.57466459544,21.7431327180275,1.89906015011851e-05,1.89455088859758e-05
"31","seas_sst_temp_lag8_scaled",-0.227826272732617,0.00435623918826991,5778.57079979214,19.739267914727,5.17216574817344e-05,5.1598845953165e-05
"32","seas_sst_temp_lag9_scaled",-0.185314508052081,0.0173213755214227,5780.7505988513,21.9190669738937,1.73914215628055e-05,1.73501261525244e-05
"33","seas_sst_temp_lag10_scaled",-0.158106454004155,0.0410653275296617,5782.04777564037,23.2162437629595,9.09194336150996e-06,9.07035481396026e-06
"34","max_sst_temp_change_scaled",-0.0271804096444398,0.496969336122051,5785.11898925959,26.28745738218,1.95772261562569e-06,1.95307406183515e-06
"35","min_sst_temp_change_scaled",-0.0241261497729176,0.526217001201635,5785.17676506064,26.3452331832332,1.90197718036787e-06,1.89746099244586e-06
"36","seas_sst_temp_change_scaled",0.00309180511291842,0.935111563737328,5785.58496226702,26.7534303896073,1.5508378963484e-06,1.54715547815286e-06
"37","max_sst_temp_change_lag1_scaled",-0.0574788107953854,0.188016168891164,5783.82712793516,24.9955960577563,3.73486819604818e-06,3.72599986323568e-06
"38","max_sst_temp_change_lag2_scaled",0.0576713430386286,0.106909389595863,5782.95772252359,24.1261906461787,5.76851819093424e-06,5.75482101704032e-06
"39","max_sst_temp_change_lag3_scaled",-0.0283448206165897,0.441936418993958,5784.9805538983,26.1490220208916,2.09803154900529e-06,2.09304983584942e-06
"40","max_sst_temp_change_lag4_scaled",0.0675058073873914,0.0714242790803456,5782.29389991272,23.4623680353152,8.03917559748008e-06,8.02008681549521e-06
"41","max_sst_temp_change_lag5_scaled",-0.0236005606414672,0.515878341602348,5785.57126653648,26.7397346590742,1.56149427037698e-06,1.55778654894007e-06
"42","max_sst_temp_change_lag6_scaled",0.0493628526024054,0.181905689696014,5783.79570995335,24.9641780759439,3.79400246033204e-06,3.78499371497785e-06
"43","max_sst_temp_change_lag7_scaled",-0.00774592439141739,0.832445666325679,5785.54799333644,26.7164614590283,1.57977088724296e-06,1.576019768526e-06
"44","max_sst_temp_change_lag8_scaled",-0.0254573844818314,0.484180101705842,5785.09200682415,26.2604749467428,1.98431364703808e-06,1.97960195363885e-06
"45","max_sst_temp_change_lag9_scaled",-0.027750788206904,0.513775090266258,5785.15279606114,26.3212641837363,1.92490856150781e-06,1.92033792370722e-06
"46","min_sst_temp_change_lag1_scaled",-0.0256526924726314,0.493415461652409,5785.11523266105,26.2837007836442,1.96140326017525e-06,1.95674596680432e-06
"47","min_sst_temp_change_lag2_scaled",-0.108873636111858,0.00466738044713068,5777.36743377914,18.5359019017296,9.44017496209052e-05,9.4177595490217e-05
"48","min_sst_temp_change_lag3_scaled",0.0979518603844707,0.0104409371162128,5778.95263427715,20.1211023997412,4.27324830456874e-05,4.26310160429282e-05
"49","min_sst_temp_change_lag4_scaled",0.0433843319770054,0.269327441358644,5784.34021414228,25.5086822648755,2.88974835958852e-06,2.8828867385481e-06
"50","min_sst_temp_change_lag5_scaled",-0.0162563824305365,0.667232256211076,5785.4040245714,26.5724926939884,1.69768271263921e-06,1.69365161581988e-06
"51","min_sst_temp_change_lag6_scaled",0.0589049438173414,0.132406652764315,5783.31251991739,24.4809880399816,4.83082150944754e-06,4.81935086827501e-06
"52","min_sst_temp_change_lag7_scaled",-0.0333488432990228,0.385807573497466,5784.82906212343,25.997530246018,2.26312235987958e-06,2.25774864353155e-06
"53","min_sst_temp_change_lag8_scaled",-0.0032502939459361,0.931416797496043,5785.58403764204,26.752505764628,1.55155503383529e-06,1.54787091281824e-06
"54","min_sst_temp_change_lag9_scaled",-0.00956074829386428,0.799326147960231,5785.52335715485,26.6918252774431,1.59935099565789e-06,1.59555338455919e-06
"55","seas_sst_temp_change_lag1_scaled",-0.00956098819914166,0.813970354687886,5785.53475627864,26.7032244012307,1.5902613238482e-06,1.58648529590332e-06
"56","seas_sst_temp_change_lag2_scaled",0.119047331592689,0.00141816756849097,5775.22369883437,16.3921669569654,0.000275731365816343,0.000275076649936009
"57","seas_sst_temp_change_lag3_scaled",-0.086074208853876,0.0206994332099187,5780.12638813357,21.2948562561587,2.37618755789015e-05,2.37054537161151e-05
"58","seas_sst_temp_change_lag4_scaled",0.0181651038060197,0.643612737087714,5785.37315717271,26.5416252953,1.72408747465656e-06,1.71999368051965e-06
"59","seas_sst_temp_change_lag5_scaled",-0.00469871820738214,0.900210787150352,5785.57606664425,26.7445347668463,1.55775109369499e-06,1.55405226031915e-06
"60","seas_sst_temp_change_lag6_scaled",-0.00424630207730187,0.909938709564534,5787.6119733905,28.7804415130877,5.6286796510885e-07,5.61531451962452e-07
"61","seas_sst_temp_change_lag7_scaled",0.0171381228960879,0.645818398354267,5785.64166012272,26.810128245309,1.50749063195765e-06,1.50391114054479e-06
"62","seas_sst_temp_change_lag8_scaled",-0.0153461388263836,0.677298529501854,5785.41726475398,26.5857328765742,1.68648101712865e-06,1.68247651840024e-06
"63","seas_sst_temp_change_lag9_scaled",-0.0103202743050982,0.794188149725251,5785.71555026541,26.8840183879984,1.45281254512773e-06,1.44936288519649e-06
"64","max_sst_temp_change_abs_scaled",-0.0667360726366392,0.120612656294035,5783.08368970897,24.2521578315582,5.41640137608346e-06,5.40354029303373e-06
"65","min_sst_temp_change_abs_scaled",-0.0420268793113623,0.303407873291749,5784.51461143908,25.683079561667,2.64843997276764e-06,2.6421513312736e-06
"66","seas_sst_temp_change_abs_scaled",-0.0519245290400056,0.175661080903915,5783.69340102467,24.8618691472602,3.99313239511339e-06,3.98365082168553e-06
"67","max_sst_temp_change_abs_lag1_scaled",0.159950786120166,0.000910840131976386,5774.62816933011,15.7966374527005,0.000371367386085141,0.000370485585335387
"68","max_sst_temp_change_abs_lag2_scaled",0.0467888999410633,0.174665778298449,5783.75498893456,24.9234570571507,3.87204205004996e-06,3.86284800202434e-06
"69","max_sst_temp_change_abs_lag3_scaled",-0.0508969759478468,0.179015510125861,5783.68824599339,24.8567141159774,4.00343803208471e-06,3.99393198823013e-06
"70","max_sst_temp_change_abs_lag4_scaled",-0.00320661968962024,0.93118725092133,5785.5842443118,26.7527124343897,1.55139471236435e-06,1.54771097202584e-06
"71","max_sst_temp_change_abs_lag5_scaled",0.0525603712401249,0.129804149564369,5783.30497723507,24.4734453576575,4.84907458310224e-06,4.83756060055231e-06
"72","max_sst_temp_change_abs_lag6_scaled",0.0547865095502981,0.125097781278189,5783.2724922263,24.4409603488903,4.92847881437468e-06,4.91677628885277e-06
"73","max_sst_temp_change_abs_lag7_scaled",-0.0569510628086722,0.145989239633515,5783.37166649821,24.5401346208046,4.69005001960357e-06,4.67891363612286e-06
"74","max_sst_temp_change_abs_lag8_scaled",0.0280854832644921,0.434907764282886,5784.97167096139,26.140139083981,2.10737061417773e-06,2.10236672569097e-06
"75","max_sst_temp_change_abs_lag9_scaled",0.0391429921495171,0.398507912519066,5784.87789313887,26.0463612614567,2.20853616488441e-06,2.20329206182359e-06
"76","min_sst_temp_change_abs_lag1_scaled",-0.0390921987846975,0.325772769732276,5784.79333719748,25.9618053200757,2.30391050307208e-06,2.29843993649811e-06
"77","min_sst_temp_change_abs_lag2_scaled",-0.014903251269798,0.718405939155141,5785.46550103962,26.6339691622079,1.64629280764131e-06,1.6423837346142e-06
"78","min_sst_temp_change_abs_lag3_scaled",0.0648234105341364,0.109137667742624,5782.98662904964,24.1550971722309,5.68574390048113e-06,5.6722432716639e-06
"79","min_sst_temp_change_abs_lag4_scaled",0.0210442826474138,0.620257698935846,5785.33553722593,26.5040053485218,1.75682443966535e-06,1.75265291258427e-06
"80","min_sst_temp_change_abs_lag5_scaled",-0.0186882276648968,0.654305297900057,5785.7840334185,26.9525015410882,1.40390801548383e-06,1.40057447789537e-06
"81","min_sst_temp_change_abs_lag6_scaled",-0.0315275304229072,0.465918767903499,5785.05288045488,26.2213485774728,2.0235153460679e-06,2.01871056940694e-06
"82","min_sst_temp_change_abs_lag7_scaled",0.014138560139927,0.73308126291145,5785.46779534847,26.6362634710649,1.64440533837275e-06,1.64050074708496e-06
"83","min_sst_temp_change_abs_lag8_scaled",0.0176443085646323,0.668286313806949,5785.39485129533,26.56331941792,1.70548725335848e-06,1.70143762489067e-06
"84","min_sst_temp_change_abs_lag9_scaled",0.0265690310544931,0.526840885729024,5785.17854994205,26.3470180646409,1.90028053570427e-06,1.89576837641427e-06
"85","seas_sst_temp_change_abs_lag1_scaled",-0.0193283418941126,0.641357883748687,5785.3658218815,26.5342900040878,1.73042242658559e-06,1.72631359029481e-06
"86","seas_sst_temp_change_abs_lag2_scaled",0.0765161467058871,0.029288209196535,5780.85091071158,22.0193788341667,1.6540652537132e-05,1.65013772524539e-05
"87","seas_sst_temp_change_abs_lag3_scaled",-0.0277866058184376,0.455893559859183,5785.02923706972,26.1977051923141,2.04757867682634e-06,2.04271676250629e-06
"88","seas_sst_temp_change_abs_lag4_scaled",0.042447440882906,0.27215197155919,5784.37318444852,25.5416525711153,2.84250092598457e-06,2.83575149256196e-06
"89","seas_sst_temp_change_abs_lag5_scaled",0.0433663889127992,0.228158996533897,5784.11625064819,25.2847187707803,3.23216170719544e-06,3.22448703590354e-06
"90","seas_sst_temp_change_abs_lag6_scaled",0.0387799346386691,0.283053084305426,5784.42338799979,25.5918561223843,2.77203718786145e-06,2.76545506847727e-06
"91","seas_sst_temp_change_abs_lag7_scaled",0.0110702920884899,0.766989534083289,5785.50216038457,26.6706285071577,1.61639167582526e-06,1.61255360214123e-06
"92","seas_sst_temp_change_abs_lag8_scaled",0.0532487089869092,0.141885392260603,5783.41108688819,24.5795550107769,4.59851328607543e-06,4.58759425383039e-06
"93","seas_sst_temp_change_abs_lag9_scaled",0.034917339676277,0.389306675731758,5784.84313135156,26.0115994741536,2.24725803262091e-06,2.24192198564342e-06
"94","max_sbt_temp_scaled",-0.195148249784018,0.335731148063517,5784.89995683117,26.0684249537608,2.18430583208278e-06,2.17911926322242e-06
"95","min_sbt_temp_scaled",-0.200481615308771,0.297861935597773,5784.65967393097,25.8281420535595,2.46314633621659e-06,2.45729766891996e-06
"96","seas_sbt_temp_scaled",-0.0591333530470254,0.676426883642259,5785.52880308243,26.6972712050219,1.5950019446515e-06,1.59121466024433e-06
"97","max_sbt_temp_lag1_scaled",-0.0594434091183368,0.769433543298187,5785.5769057465,26.7453738690911,1.5570976745562e-06,1.55340039270456e-06
"98","max_sbt_temp_lag2_scaled",-0.0952685061801078,0.63801327793218,5785.48532322415,26.6537913467437,1.63005683872221e-06,1.62618631751764e-06
"99","max_sbt_temp_lag3_scaled",-0.0621714420492973,0.756846971942643,5785.56972708207,26.7381952046626,1.56269665769435e-06,1.55898608122472e-06
"100","max_sbt_temp_lag4_scaled",-0.137230618732867,0.489673589811122,5785.28419781313,26.4526659357171,1.80250540737974e-06,1.79822541220725e-06
"101","max_sbt_temp_lag5_scaled",-0.264601589478351,0.188608959788617,5784.16941532445,25.3378834470404,3.14737519625486e-06,3.13990184799702e-06
"102","max_sbt_temp_lag6_scaled",-0.33211284155259,0.106458716384829,5783.37074824467,24.5392163672577,4.69220384153708e-06,4.68106234387061e-06
"103","max_sbt_temp_lag7_scaled",-0.378134349078741,0.0709797876753654,5782.79476972335,23.9632378459391,6.25819393684806e-06,6.24333404254286e-06
"104","max_sbt_temp_lag8_scaled",-0.225646529508459,0.254625326633834,5784.56320953384,25.7316776564348,2.58486098705597e-06,2.5787233119617e-06
"105","max_sbt_temp_lag9_scaled",-0.130962755008437,0.505048276626435,5785.30909708951,26.4775652121025,1.78020397763051e-06,1.77597693653587e-06
"106","max_sbt_temp_lag10_scaled",-0.164408955531754,0.399081219157645,5785.08727804742,26.2557461700098,1.98901088600086e-06,1.98428803914822e-06
"107","min_sbt_temp_lag1_scaled",-0.136983889181856,0.477604433939004,5785.19973382532,26.3682019479111,1.88025909532592e-06,1.8757944763472e-06
"108","min_sbt_temp_lag2_scaled",-0.0765769734023417,0.692750889016067,5785.49405979248,26.662527915073,1.62295181692131e-06,1.61909816637847e-06
"109","min_sbt_temp_lag3_scaled",0.199710361668275,0.348932199692165,5784.8069788367,25.9754469592908,2.28824941657896e-06,2.28281603678641e-06
"110","min_sbt_temp_lag4_scaled",-0.00438855571272555,0.983181815429582,5786.1531684032,27.3216365257895,1.16729872226602e-06,1.16452700636675e-06
"111","min_sbt_temp_lag5_scaled",-0.200852582547896,0.295069304636458,5784.65126921633,25.8197373389185,2.47351913709686e-06,2.46764583989482e-06
"112","min_sbt_temp_lag6_scaled",-0.172043461146278,0.369752544652639,5784.93036687521,26.0988349978043,2.15134463668453e-06,2.14623633319669e-06
"113","min_sbt_temp_lag7_scaled",-0.26971884379032,0.155195031889408,5783.76307129315,24.931539415742,3.85642600874908e-06,3.84726904054641e-06
"114","min_sbt_temp_lag8_scaled",-0.109140026837263,0.552799086253158,5785.33180233804,26.5002704606277,1.76010827606711e-06,1.75592895161472e-06
"115","min_sbt_temp_lag9_scaled",-0.177063427420913,0.334307940761135,5784.81086654629,25.9793346688775,2.28380571233928e-06,2.27838288398953e-06
"116","min_sbt_temp_lag10_scaled",-0.0177180989025331,0.924544207920524,5785.59753295958,26.7660010821683,1.54112091243884e-06,1.53746156693094e-06
"117","seas_sbt_temp_lag1_scaled",0.0534867167835578,0.706851168773925,5785.3499438044,26.5184119269879,1.74421499435805e-06,1.74007340802767e-06
"118","seas_sbt_temp_lag2_scaled",-0.0522369199881859,0.716768362930096,5785.55803748393,26.726505606518,1.57185704991765e-06,1.5681247223707e-06
"119","seas_sbt_temp_lag3_scaled",-0.212659563999441,0.132479582612945,5783.70391233894,24.8723804615311,3.97220091287596e-06,3.96276904062656e-06
"120","seas_sbt_temp_lag4_scaled",-0.139719503535857,0.307647467792026,5784.80304391419,25.9715120367846,2.29275589034613e-06,2.28731181006642e-06
"121","seas_sbt_temp_lag5_scaled",-0.141703842886915,0.291501023535068,5784.72883052338,25.8972986459748,2.37943064667084e-06,2.37378075977489e-06
"122","seas_sbt_temp_lag6_scaled",-0.246836938373433,0.071018058382496,5782.75933000718,23.9277981297673,6.3700765901334e-06,6.35495103381465e-06
"123","seas_sbt_temp_lag7_scaled",-0.159295587226381,0.20036180015999,5784.2242448909,25.3927130134916,3.06226258995475e-06,3.05499133903465e-06
"124","seas_sbt_temp_lag8_scaled",-0.139476942195126,0.245129205683492,5784.47416879616,25.6426369187529,2.70254007312e-06,2.69612297255594e-06
"125","seas_sbt_temp_lag9_scaled",0.00739037400694076,0.949651369162029,5785.57527930447,26.7437474270573,1.55836445412654e-06,1.5546641643447e-06
"126","seas_sbt_temp_lag10_scaled",-0.141962714077058,0.221194502293515,5784.32889674766,25.4973648702544,2.90614692435825e-06,2.8992463654163e-06
"127","max_sbt_temp_change_scaled",-0.0555070755910061,0.125178125386812,5783.16907148998,24.3375396125721,5.19003661298643e-06,5.17771302629555e-06
"128","min_sbt_temp_change_scaled",-0.0220054459317418,0.58457006269675,5785.28494313708,26.4534112596739,1.8018338072962e-06,1.79755540681802e-06
"129","seas_sbt_temp_change_scaled",-0.0263265203752832,0.470583102214601,5785.05935592596,26.2278240485466,2.01697433327132e-06,2.01218508804959e-06
"130","max_sbt_temp_change_lag1_scaled",0.015240237313488,0.684762738680972,5785.4224252424,26.5908933649962,1.68213509343061e-06,1.67814091396802e-06
"131","max_sbt_temp_change_lag2_scaled",-0.012746890049452,0.725033410984461,5785.46563206325,26.6341001858373,1.64618495954468e-06,1.64227614259965e-06
"132","max_sbt_temp_change_lag3_scaled",0.031812988878806,0.384712412285215,5784.83116149441,25.999629617002,2.26074803953453e-06,2.25537996093915e-06
"133","max_sbt_temp_change_lag4_scaled",0.0535899076821487,0.140820115857306,5783.37269461666,24.5411627392541,4.6876396757092e-06,4.67650901551796e-06
"134","max_sbt_temp_change_lag5_scaled",0.0237099041504986,0.506191368073467,5785.14114207798,26.3096102005738,1.93615773006622e-06,1.93156038145138e-06
"135","max_sbt_temp_change_lag6_scaled",0.0152982892930477,0.680553436270137,5785.42283399137,26.5913021139577,1.68179134307244e-06,1.6777979798348e-06
"136","max_sbt_temp_change_lag7_scaled",-0.0526459612808505,0.144858432906976,5783.42666955035,24.5951376729436,4.56282396078985e-06,4.55198967178015e-06
"137","max_sbt_temp_change_lag8_scaled",-0.0394690813734059,0.274110059732194,5784.37037166989,25.5388397924771,2.84650140137987e-06,2.8397424689481e-06
"138","max_sbt_temp_change_lag9_scaled",0.0186468554309224,0.682501002614263,5785.42476498315,26.5932331057447,1.68016836405281e-06,1.6761788545303e-06
"139","min_sbt_temp_change_lag1_scaled",-0.0191850281038099,0.63037677510203,5786.93777708291,28.1062452055003,7.88508537761146e-07,7.86636247824446e-07
"140","min_sbt_temp_change_lag2_scaled",-0.0699862873541907,0.083879885959624,5782.51752979178,23.6859979143746,7.18870900074281e-06,7.17163962625237e-06
"141","min_sbt_temp_change_lag3_scaled",0.0566241949383932,0.15285624116815,5783.52288135681,24.6913494794062,4.34852113468973e-06,4.33819570133028e-06
"142","min_sbt_temp_change_lag4_scaled",0.0548186928515982,0.168673132692892,5783.6661082403,24.8345763628868,4.04799775148125e-06,4.03838590190584e-06
"143","min_sbt_temp_change_lag5_scaled",-0.00987161379270004,0.805776363682526,5785.5296124179,26.6980805404874,1.59435662940883e-06,1.59057087728339e-06
"144","min_sbt_temp_change_lag6_scaled",0.0359247087128502,0.361001883776659,5784.75389289605,25.9223610186436,2.34979960168806e-06,2.34422007282209e-06
"145","min_sbt_temp_change_lag7_scaled",-0.0514210435830098,0.190727329891814,5783.83560766336,25.004075785956,3.71906638490358e-06,3.71023557301898e-06
"146","min_sbt_temp_change_lag8_scaled",0.023033628684046,0.551396489350388,5785.23496843429,26.4034365568768,1.84742407981416e-06,1.84303742659761e-06
"147","min_sbt_temp_change_lag9_scaled",-0.0541363210236583,0.168149299074109,5783.63520716354,24.8036752861335,4.11102716139181e-06,4.10126565036794e-06
"148","seas_sbt_temp_change_lag1_scaled",0.0264514294980496,0.493962949154268,5785.2686021903,26.437070312887,1.81661594879122e-06,1.81230244856023e-06
"149","seas_sbt_temp_change_lag2_scaled",0.0409407843445847,0.286218907155792,5784.4259865613,25.5944546838919,2.76843787206178e-06,2.7618642991453e-06
"150","seas_sbt_temp_change_lag3_scaled",-0.0152007344286857,0.681551300766673,5785.41901522744,26.5874833500266,1.68500559277142e-06,1.68100459739401e-06
"151","seas_sbt_temp_change_lag4_scaled",0.00170209933936223,0.963877198213615,5785.58968524174,26.758153364327,1.54717993307594e-06,1.54350620060477e-06
"152","seas_sbt_temp_change_lag5_scaled",0.0254472715256243,0.50533735344598,5785.13652807321,26.3049961958031,1.94062960689978e-06,1.93602163994717e-06
"153","seas_sbt_temp_change_lag6_scaled",-0.013613340036762,0.714057982795884,5785.45620425261,26.6246723752029,1.6539632382098e-06,1.65003595197475e-06
"154","seas_sbt_temp_change_lag7_scaled",-0.0027481935088576,0.94023835287095,5786.30317021794,27.4716383405284,1.08295280354316e-06,1.08038136450491e-06
"155","seas_sbt_temp_change_lag8_scaled",-0.0436329671486615,0.233520945319519,5784.6136031312,25.7820712537914,2.52054445326089e-06,2.51455949585225e-06
"156","seas_sbt_temp_change_lag9_scaled",0.0535452619253085,0.199381928570431,5783.90643748304,25.0749056056329,3.58966095001642e-06,3.58113740746612e-06
"157","max_sbt_temp_change_abs_scaled",-0.0167441527114262,0.677099902582145,5785.43646648285,26.604934605446,1.67036682039772e-06,1.66640058434743e-06
"158","min_sbt_temp_change_abs_scaled",-0.136502634444549,0.0124443653432266,5779.18197492491,20.3504430474977,3.81028481608048e-05,3.80123740875961e-05
"159","seas_sbt_temp_change_abs_scaled",-0.0545180296210495,0.206247832011494,5784.00442081872,25.1728889413107,3.41803589812837e-06,3.40991987413006e-06
"160","max_sbt_temp_change_abs_lag1_scaled",-0.00617355035812526,0.882835751208253,5785.57942791107,26.7478960336657,1.5551352838873e-06,1.5514426616736e-06
"161","max_sbt_temp_change_abs_lag2_scaled",-0.0104618644202828,0.796662941511343,5785.54090006232,26.7093681849128,1.58538370865115e-06,1.58161926245765e-06
"162","max_sbt_temp_change_abs_lag3_scaled",-0.000719244143635618,0.98558245543135,5785.59251078065,26.7609789032422,1.544995667816e-06,1.54132712181736e-06
"163","max_sbt_temp_change_abs_lag4_scaled",-0.00711747425712077,0.861697676618508,5785.57242919481,26.740897317397,1.56058679201966e-06,1.55688122536296e-06
"164","max_sbt_temp_change_abs_lag5_scaled",-0.01701963723612,0.670651020265458,5785.4331458547,26.6016139772883,1.67314245752362e-06,1.669169630806e-06
"165","max_sbt_temp_change_abs_lag6_scaled",-0.0712185113410924,0.0827166820963204,5782.5473483893,23.7158165118935,7.08232541353349e-06,7.06550864368868e-06
"166","max_sbt_temp_change_abs_lag7_scaled",-0.0595378835156854,0.144727651012137,5783.4909748538,24.6594429763873,4.41845050333323e-06,4.4079590247797e-06
"167","max_sbt_temp_change_abs_lag8_scaled",-0.0900899644328624,0.0300445604145052,5780.84064547624,22.0091135988268,1.66257676273698e-05,1.65862902394559e-05
"168","max_sbt_temp_change_abs_lag9_scaled",0.0263277383394355,0.648385610583139,5785.36274000699,26.531208129577,1.73309095445929e-06,1.7289757818289e-06
"169","min_sbt_temp_change_abs_lag1_scaled",0.0680869281481409,0.186877737047203,5783.77462351494,24.9430916375341,3.83421507262808e-06,3.82511084362885e-06
"170","min_sbt_temp_change_abs_lag2_scaled",-0.0547111646451681,0.289959087222781,5784.78190212329,25.9503702458842,2.31712092639371e-06,2.31161899206473e-06
"171","min_sbt_temp_change_abs_lag3_scaled",0.0357955996527926,0.486589953403988,5785.06478371408,26.2332518366666,2.01150789962515e-06,2.0067316342866e-06
"172","min_sbt_temp_change_abs_lag4_scaled",-0.0295306797486489,0.572671399988848,5785.29724418997,26.4657123125589,1.79078559181864e-06,1.78653342499763e-06
"173","min_sbt_temp_change_abs_lag5_scaled",-0.0344272945301026,0.514464716619552,5785.18811043679,26.3565785593855,1.89121840154471e-06,1.88672776002119e-06
"174","min_sbt_temp_change_abs_lag6_scaled",-0.0126453129986208,0.803514104989163,5785.5421167871,26.7105849096924,1.58441951414896e-06,1.58065735740646e-06
"175","min_sbt_temp_change_abs_lag7_scaled",-0.0334707866054087,0.504631967894722,5785.17563260903,26.3441007316196,1.90305443388689e-06,1.89853568805862e-06
"176","min_sbt_temp_change_abs_lag8_scaled",0.0142822039062035,0.77440379832563,5785.49308104793,26.6615491705179,1.62374623891654e-06,1.61989070204244e-06
"177","min_sbt_temp_change_abs_lag9_scaled",-0.00327097428327493,0.948668379582753,5785.59162025428,26.7600883768691,1.54568375068783e-06,1.54201357085699e-06
"178","seas_sbt_temp_change_abs_lag1_scaled",-0.0290856179202908,0.528991906886816,5785.22175091325,26.390219035844,1.85967369593542e-06,1.8552579563718e-06
"179","seas_sbt_temp_change_abs_lag2_scaled",0.0313788015742778,0.474377971718608,5785.03953574831,26.2080038709037,2.03706209943701e-06,2.03222515641539e-06
"180","seas_sbt_temp_change_abs_lag3_scaled",-0.0208414448891883,0.640173830788488,5785.39320121329,26.5616693358852,1.70689493091313e-06,1.70284195995707e-06
"181","seas_sbt_temp_change_abs_lag4_scaled",-0.0508062113084082,0.263357653566048,5784.36459749352,25.5330656161123,2.85473137655251e-06,2.84795290229087e-06
